id,Max_obs,Parent,Child,estimate
19,43,Appraisals,Memory,0.1634615384615385
19,43,Appraisals,Strategies,0.0
19,43,Appraisals,Threat,0.5711538461538461
19,43,Appraisals,Triggers,0.0
19,43,Memory,Appraisals,0.0
19,43,Memory,Strategies,0.3333333333333334
19,43,Memory,Threat,0.6000000000000001
19,43,Memory,Triggers,0.2732558139534884
19,43,Threat,Appraisals,0.0
19,43,Threat,Memory,0.0
19,43,Threat,Strategies,0.2666666666666667
19,43,Threat,Triggers,0.0
19,43,Triggers,Appraisals,0.0
19,43,Triggers,Memory,0.1366279069767442
19,43,Triggers,Strategies,0.05329457364341086
19,43,Triggers,Threat,0.07325581395348839
20,43,Appraisals,Memory,0.0
20,43,Appraisals,Strategies,0.2361111111111111
20,43,Appraisals,Threat,0.7318518518518519
20,43,Appraisals,Triggers,0.0
20,43,Memory,Appraisals,0.3703703703703703
20,43,Memory,Strategies,0.0
20,43,Memory,Threat,0.3733333333333333
20,43,Memory,Triggers,0.0
20,43,Threat,Appraisals,0.0
20,43,Threat,Memory,0.0
20,43,Threat,Strategies,0.5308333333333333
20,43,Threat,Triggers,0.0
20,43,Triggers,Appraisals,0.1507321274763135
20,43,Triggers,Memory,0.0
20,43,Triggers,Strategies,0.0
20,43,Triggers,Threat,0.3795348837209302
21,43,Appraisals,Memory,0.0
21,43,Appraisals,Strategies,0.0
21,43,Appraisals,Threat,0.7894736842105263
21,43,Appraisals,Triggers,0.0
21,43,Memory,Appraisals,0.0
21,43,Memory,Strategies,0.4166666666666667
21,43,Memory,Threat,0.5263157894736842
21,43,Memory,Triggers,0.0
21,43,Threat,Appraisals,0.0
21,43,Threat,Memory,0.0
21,43,Threat,Strategies,0.0
21,43,Threat,Triggers,0.0
21,43,Triggers,Appraisals,0.02506265664160401
21,43,Triggers,Memory,0.2619047619047619
21,43,Triggers,Strategies,0.0
21,43,Triggers,Threat,0.4260651629072682
22,3,Appraisals,Memory,0.0
22,3,Appraisals,Strategies,0.0
22,3,Appraisals,Threat,0.8333333333333333
22,3,Appraisals,Triggers,0.0
22,3,Memory,Appraisals,0.0
22,3,Memory,Strategies,0.0
22,3,Memory,Threat,0.0
22,3,Memory,Triggers,0.0
22,3,Threat,Appraisals,0.0
22,3,Threat,Memory,0.0
22,3,Threat,Strategies,0.0
22,3,Threat,Triggers,0.0
22,3,Triggers,Appraisals,0.4166666666666667
22,3,Triggers,Memory,0.0
22,3,Triggers,Strategies,0.0
22,3,Triggers,Threat,0.0
23,8,Appraisals,Memory,0.875
23,8,Appraisals,Strategies,0.875
23,8,Appraisals,Threat,0.875
23,8,Appraisals,Triggers,0.125
23,8,Memory,Appraisals,0.625
23,8,Memory,Strategies,0.75
23,8,Memory,Threat,0.75
23,8,Memory,Triggers,0.375
23,8,Threat,Appraisals,0.0
23,8,Threat,Memory,0.0
23,8,Threat,Strategies,1.0
23,8,Threat,Triggers,0.0
23,8,Triggers,Appraisals,0.625
23,8,Triggers,Memory,0.25
23,8,Triggers,Strategies,0.5
23,8,Triggers,Threat,0.875
24,205,Appraisals,Memory,0.03706395348837209
24,205,Appraisals,Strategies,0.2653654485049834
24,205,Appraisals,Threat,0.4572329523058731
24,205,Appraisals,Triggers,0.03385012919896641
24,205,Memory,Appraisals,0.1853197674418605
24,205,Memory,Strategies,0.0
24,205,Memory,Threat,0.4369703389830508
24,205,Memory,Triggers,0.04236111111111111
24,205,Threat,Appraisals,0.0
24,205,Threat,Memory,0.0
24,205,Threat,Strategies,0.3654661016949153
24,205,Threat,Triggers,0.0
24,205,Triggers,Appraisals,0.4231266149870801
24,205,Triggers,Memory,0.0
24,205,Triggers,Strategies,0.0
24,205,Triggers,Threat,0.4112994350282486
25,42,Appraisals,Memory,0.0
25,42,Appraisals,Strategies,0.09523809523809523
25,42,Appraisals,Threat,0.1428571428571429
25,42,Appraisals,Triggers,0.2476190476190476
25,42,Memory,Appraisals,0.0
25,42,Memory,Strategies,0.0
25,42,Memory,Threat,0.0
25,42,Memory,Triggers,0.0
25,42,Threat,Appraisals,0.0
25,42,Threat,Memory,0.0
25,42,Threat,Strategies,0.0
25,42,Threat,Triggers,0.0
25,42,Triggers,Appraisals,0.06190476190476191
25,42,Triggers,Memory,0.0
25,42,Triggers,Strategies,0.0
25,42,Triggers,Threat,0.0
26,90,Appraisals,Memory,0.5141304347826088
26,90,Appraisals,Strategies,0.625963613937712
26,90,Appraisals,Threat,0.6913259788016439
26,90,Appraisals,Triggers,0.01788467468393463
26,90,Memory,Appraisals,0.607608695652174
26,90,Memory,Strategies,0.5122340425531915
26,90,Memory,Threat,0.774004975124378
26,90,Memory,Triggers,0.0379432624113475
26,90,Threat,Appraisals,0.02941812675751677
26,90,Threat,Memory,0.06318407960199007
26,90,Threat,Strategies,0.6154334709431566
26,90,Threat,Triggers,0.0
26,90,Triggers,Appraisals,0.5901942645698428
26,90,Triggers,Memory,0.7968085106382978
26,90,Triggers,Strategies,0.04255319148936171
26,90,Triggers,Threat,0.6516354398221658
27,29,Appraisals,Memory,0.4393939393939394
27,29,Appraisals,Strategies,0.2859477124183006
27,29,Appraisals,Threat,0.8006535947712419
27,29,Appraisals,Triggers,0.07777777777777778
27,29,Memory,Appraisals,0.2929292929292929
27,29,Memory,Strategies,0.4491978609625668
27,29,Memory,Threat,0.4491978609625668
27,29,Memory,Triggers,0.09545454545454546
27,29,Threat,Appraisals,0.0
27,29,Threat,Memory,0.0
27,29,Threat,Strategies,0.4705882352941176
27,29,Threat,Triggers,0.0
27,29,Triggers,Appraisals,0.3111111111111111
27,29,Triggers,Memory,0.5727272727272728
27,29,Triggers,Strategies,0.07941176470588235
27,29,Triggers,Threat,0.6352941176470588
28,43,Appraisals,Memory,0.1848837209302326
28,43,Appraisals,Strategies,0.04287790697674419
28,43,Appraisals,Threat,0.0697674418604651
28,43,Appraisals,Triggers,0.1065891472868217
28,43,Memory,Appraisals,0.0616279069767442
28,43,Memory,Strategies,0.40625
28,43,Memory,Threat,0.4930232558139536
28,43,Memory,Triggers,0.275
28,43,Threat,Appraisals,0.0
28,43,Threat,Memory,0.0
28,43,Threat,Strategies,0.5574127906976745
28,43,Threat,Triggers,0.0
28,43,Triggers,Appraisals,0.0
28,43,Triggers,Memory,0.275
28,43,Triggers,Strategies,0.0
28,43,Triggers,Threat,0.3197674418604651
29,18,Appraisals,Memory,0.1544117647058824
29,18,Appraisals,Strategies,0.1953781512605042
29,18,Appraisals,Threat,0.5147058823529411
29,18,Appraisals,Triggers,0.07941176470588235
29,18,Memory,Appraisals,0.1544117647058824
29,18,Memory,Strategies,0.3214285714285715
29,18,Memory,Threat,0.1527777777777778
29,18,Memory,Triggers,0.0
29,18,Threat,Appraisals,0.0
29,18,Threat,Memory,0.0
29,18,Threat,Strategies,0.6349206349206349
29,18,Threat,Triggers,0.0
29,18,Triggers,Appraisals,0.1588235294117647
29,18,Triggers,Memory,0.35
29,18,Triggers,Strategies,0.0
29,18,Triggers,Threat,0.7
30,50,Appraisals,Memory,0.99
30,50,Appraisals,Strategies,0.7273469387755103
30,50,Appraisals,Threat,0.99
30,50,Appraisals,Triggers,0.0
30,50,Memory,Appraisals,0.7273469387755103
30,50,Memory,Strategies,1.0
30,50,Memory,Threat,1.0
30,50,Memory,Triggers,0.0
30,50,Threat,Appraisals,0.0
30,50,Threat,Memory,0.0
30,50,Threat,Strategies,1.0
30,50,Threat,Triggers,0.0
30,50,Triggers,Appraisals,0.0
30,50,Triggers,Memory,0.9795918367346939
30,50,Triggers,Strategies,0.0
30,50,Triggers,Threat,0.9795918367346939
31,55,Appraisals,Memory,0.2083333333333333
31,55,Appraisals,Strategies,0.0
31,55,Appraisals,Threat,0.6190476190476191
31,55,Appraisals,Triggers,0.0
31,55,Memory,Appraisals,0.2083333333333333
31,55,Memory,Strategies,0.0
31,55,Memory,Threat,0.7857142857142857
31,55,Memory,Triggers,0.0
31,55,Threat,Appraisals,0.0
31,55,Threat,Memory,0.1964285714285715
31,55,Threat,Strategies,0.4642857142857143
31,55,Threat,Triggers,0.0
31,55,Triggers,Appraisals,0.0
31,55,Triggers,Memory,0.0
31,55,Triggers,Strategies,0.0
31,55,Triggers,Threat,0.161038961038961
32,110,Appraisals,Memory,0.2592814884678042
32,110,Appraisals,Strategies,0.07306088407005837
32,110,Appraisals,Threat,0.9406588824020017
32,110,Appraisals,Triggers,0.0
32,110,Memory,Appraisals,0.08334047843607995
32,110,Memory,Strategies,0.3226423109600678
32,110,Memory,Threat,0.9402718776550552
32,110,Memory,Triggers,0.0
32,110,Threat,Appraisals,0.0
32,110,Threat,Memory,0.0
32,110,Threat,Strategies,1.0
32,110,Threat,Triggers,0.0
32,110,Triggers,Appraisals,0.0
32,110,Triggers,Memory,0.165930331350892
32,110,Triggers,Strategies,0.0
32,110,Triggers,Threat,0.9272727272727272
33,72,Appraisals,Memory,0.5657407407407408
33,72,Appraisals,Strategies,0.2222222222222222
33,72,Appraisals,Threat,0.8682336182336182
33,72,Appraisals,Triggers,0.0
33,72,Memory,Appraisals,0.2611111111111111
33,72,Memory,Strategies,0.7398148148148147
33,72,Memory,Threat,0.5307692307692308
33,72,Memory,Triggers,0.0
33,72,Threat,Appraisals,0.0
33,72,Threat,Memory,0.02211538461538461
33,72,Threat,Strategies,0.754985754985755
33,72,Threat,Triggers,0.0
33,72,Triggers,Appraisals,0.0
33,72,Triggers,Memory,0.6089285714285714
33,72,Triggers,Strategies,0.0
33,72,Triggers,Threat,0.5865384615384615
34,16,Appraisals,Memory,0.3875
34,16,Appraisals,Strategies,0.06458333333333333
34,16,Appraisals,Threat,0.9041666666666667
34,16,Appraisals,Triggers,0.0
34,16,Memory,Appraisals,0.06458333333333333
34,16,Memory,Strategies,0.5625
34,16,Memory,Threat,1.0
34,16,Memory,Triggers,0.0
34,16,Threat,Appraisals,0.0
34,16,Threat,Memory,0.0625
34,16,Threat,Strategies,1.0
34,16,Threat,Triggers,0.0
34,16,Triggers,Appraisals,0.0
34,16,Triggers,Memory,0.25
34,16,Triggers,Strategies,0.0
34,16,Triggers,Threat,0.8125
35,64,Appraisals,Memory,0.7492055084745762
35,64,Appraisals,Strategies,0.01587701612903226
35,64,Appraisals,Threat,0.8819444444444444
35,64,Appraisals,Triggers,0.0
35,64,Memory,Appraisals,0.01628707627118645
35,64,Memory,Strategies,0.8600328048113723
35,64,Memory,Threat,0.4430992736077482
35,64,Memory,Triggers,0.0
35,64,Threat,Appraisals,0.0
35,64,Threat,Memory,0.0
35,64,Threat,Strategies,0.9760624679979519
35,64,Threat,Triggers,0.0
35,64,Triggers,Appraisals,0.0
35,64,Triggers,Memory,0.7980667372881356
35,64,Triggers,Strategies,0.0
35,64,Triggers,Threat,0.8976934523809524
36,49,Appraisals,Memory,0.5331632653061225
36,49,Appraisals,Strategies,0.1686507936507937
36,49,Appraisals,Threat,0.8962223187147199
36,49,Appraisals,Triggers,0.0
36,49,Memory,Appraisals,0.5331632653061225
36,49,Memory,Strategies,0.4761904761904762
36,49,Memory,Threat,0.5699088145896657
36,49,Memory,Triggers,0.0
36,49,Threat,Appraisals,0.0
36,49,Threat,Memory,0.0
36,49,Threat,Strategies,0.5150709219858156
36,49,Threat,Triggers,0.0
36,49,Triggers,Appraisals,0.0
36,49,Triggers,Memory,0.2525510204081633
36,49,Triggers,Strategies,0.0
36,49,Triggers,Threat,0.2501085540599218
37,44,Appraisals,Memory,0.6951581027667983
37,44,Appraisals,Strategies,0.1590909090909091
37,44,Appraisals,Threat,1.0
37,44,Appraisals,Triggers,0.0
37,44,Memory,Appraisals,0.2317193675889328
37,44,Memory,Strategies,0.6951581027667983
37,44,Memory,Threat,0.3641304347826088
37,44,Memory,Triggers,0.0
37,44,Threat,Appraisals,0.0
37,44,Threat,Memory,0.0
37,44,Threat,Strategies,0.9545454545454546
37,44,Threat,Triggers,0.0
37,44,Triggers,Appraisals,0.0
37,44,Triggers,Memory,0.6289525691699605
37,44,Triggers,Strategies,0.0
37,44,Triggers,Threat,0.9772727272727273
38,49,Appraisals,Memory,0.07334525939177103
38,49,Appraisals,Strategies,0.0
38,49,Appraisals,Threat,0.9322997416020673
38,49,Appraisals,Triggers,0.0
38,49,Memory,Appraisals,0.0
38,49,Memory,Strategies,0.09572649572649572
38,49,Memory,Threat,0.8615384615384616
38,49,Memory,Triggers,0.0
38,49,Threat,Appraisals,0.0
38,49,Threat,Memory,0.0
38,49,Threat,Strategies,0.9111111111111112
38,49,Threat,Triggers,0.0
38,49,Triggers,Appraisals,0.0
38,49,Triggers,Memory,0.04604918890633174
38,49,Triggers,Strategies,0.0
38,49,Triggers,Threat,0.7673469387755103
39,114,Appraisals,Memory,0.4631217838765008
39,114,Appraisals,Strategies,0.009102946044356165
39,114,Appraisals,Threat,0.9193975504799736
39,114,Appraisals,Triggers,0.0
39,114,Memory,Appraisals,0.00926243567753003
39,114,Memory,Strategies,0.8306220095693779
39,114,Memory,Threat,0.8306220095693779
39,114,Memory,Triggers,0.0
39,114,Threat,Appraisals,0.0
39,114,Threat,Memory,0.03572567783094097
39,114,Threat,Strategies,0.9385964912280702
39,114,Threat,Triggers,0.0
39,114,Triggers,Appraisals,0.0
39,114,Triggers,Memory,0.7355591311343526
39,114,Triggers,Strategies,0.0
39,114,Triggers,Threat,0.7929669306008383
40,11,Appraisals,Memory,0.5454545454545454
40,11,Appraisals,Strategies,0.303030303030303
40,11,Appraisals,Threat,0.6363636363636364
40,11,Appraisals,Triggers,0.0
40,11,Memory,Appraisals,0.3636363636363636
40,11,Memory,Strategies,0.7070707070707071
40,11,Memory,Threat,1.0
40,11,Memory,Triggers,0.0
40,11,Threat,Appraisals,0.0
40,11,Threat,Memory,0.0909090909090909
40,11,Threat,Strategies,0.8080808080808081
40,11,Threat,Triggers,0.0
40,11,Triggers,Appraisals,0.0
40,11,Triggers,Memory,0.5454545454545454
40,11,Triggers,Strategies,0.0
40,11,Triggers,Threat,0.7272727272727273
41,7,Appraisals,Memory,1.0
41,7,Appraisals,Strategies,0.0
41,7,Appraisals,Threat,1.0
41,7,Appraisals,Triggers,0.0
41,7,Memory,Appraisals,0.0
41,7,Memory,Strategies,1.0
41,7,Memory,Threat,0.8571428571428571
41,7,Memory,Triggers,0.0
41,7,Threat,Appraisals,0.0
41,7,Threat,Memory,0.0
41,7,Threat,Strategies,1.0
41,7,Threat,Triggers,0.0
41,7,Triggers,Appraisals,0.0
41,7,Triggers,Memory,0.7142857142857143
41,7,Triggers,Strategies,0.0
41,7,Triggers,Threat,0.8571428571428571
42,112,Appraisals,Memory,0.7258145363408522
42,112,Appraisals,Strategies,0.05254515599343186
42,112,Appraisals,Threat,0.5071886446886446
42,112,Appraisals,Triggers,0.0
42,112,Memory,Appraisals,0.0340225563909775
42,112,Memory,Strategies,0.4560647307924985
42,112,Memory,Threat,0.4326923076923078
42,112,Memory,Triggers,0.0
42,112,Threat,Appraisals,0.03827838827838827
42,112,Threat,Memory,0.4099190283400809
42,112,Threat,Strategies,0.4855216622458002
42,112,Threat,Triggers,0.0
42,112,Triggers,Appraisals,0.0
42,112,Triggers,Memory,0.3325035561877667
42,112,Triggers,Strategies,0.0
42,112,Triggers,Threat,0.3352390852390852
43,40,Appraisals,Memory,0.65
43,40,Appraisals,Strategies,0.3430555555555556
43,40,Appraisals,Threat,0.875
43,40,Appraisals,Triggers,0.4333333333333333
43,40,Memory,Appraisals,0.3575
43,40,Memory,Strategies,0.7794444444444444
43,40,Memory,Threat,0.7475
43,40,Memory,Triggers,0.6533333333333333
43,40,Threat,Appraisals,0.0
43,40,Threat,Memory,0.0
43,40,Threat,Strategies,0.7125
43,40,Threat,Triggers,0.0
43,40,Triggers,Appraisals,0.3333333333333333
43,40,Triggers,Memory,0.8166666666666667
43,40,Triggers,Strategies,0.5555555555555556
43,40,Triggers,Threat,0.8
44,43,Appraisals,Memory,0.5226608187134503
44,43,Appraisals,Strategies,0.27046783625731
44,43,Appraisals,Threat,0.8925438596491229
44,43,Appraisals,Triggers,0.1138888888888889
44,43,Memory,Appraisals,0.402046783625731
44,43,Memory,Strategies,0.4342105263157895
44,43,Memory,Threat,0.5131578947368421
44,43,Memory,Triggers,0.1263157894736842
44,43,Threat,Appraisals,0.02704678362573099
44,43,Threat,Memory,0.0
44,43,Threat,Strategies,0.3157894736842105
44,43,Threat,Triggers,0.0
44,43,Triggers,Appraisals,0.1138888888888889
44,43,Triggers,Memory,0.5052631578947369
44,43,Triggers,Strategies,0.1131578947368421
44,43,Triggers,Threat,0.2263157894736842
45,20,Appraisals,Memory,0.7617647058823529
45,20,Appraisals,Strategies,0.9
45,20,Appraisals,Threat,1.0
45,20,Appraisals,Triggers,0.0
45,20,Memory,Appraisals,0.925
45,20,Memory,Strategies,0.925
45,20,Memory,Threat,0.925
